time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722709655761719,0.09722709655761719,0.09722709655761719,0.09722709655761719,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,256,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10018348693847656,0.10018348693847656,0.10018348693847656,0.10018348693847656,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,512,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09996891021728516,0.09996891021728516,0.09996891021728516,0.09996891021728516,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,1024,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10578632354736328,0.10578632354736328,0.10578632354736328,0.10578632354736328,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,2048,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16846656799316406,0.16846656799316406,0.16846656799316406,0.16846656799316406,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,1,0,4096,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09605884552001953,0.09605884552001953,0.09605884552001953,0.09605884552001953,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,64,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966787338256836,0.0966787338256836,0.0966787338256836,0.0966787338256836,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,128,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09582042694091797,0.09582042694091797,0.09582042694091797,0.09582042694091797,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,256,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10530948638916016,0.10530948638916016,0.10530948638916016,0.10530948638916016,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,512,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10209083557128906,0.10209083557128906,0.10209083557128906,0.10209083557128906,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,1024,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16565322875976562,0.16565322875976562,0.16565322875976562,0.16565322875976562,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,2048,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30639171600341797,0.30639171600341797,0.30639171600341797,0.30639171600341797,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,2,0,4096,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09551048278808594,0.09551048278808594,0.09551048278808594,0.09551048278808594,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,64,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09984970092773438,0.09984970092773438,0.09984970092773438,0.09984970092773438,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,128,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09617805480957031,0.09617805480957031,0.09617805480957031,0.09617805480957031,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,256,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10516643524169922,0.10516643524169922,0.10516643524169922,0.10516643524169922,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,512,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1700878143310547,0.1700878143310547,0.1700878143310547,0.1700878143310547,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,1024,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301361083984375,0.301361083984375,0.301361083984375,0.301361083984375,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,2048,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712747573852539,0.5712747573852539,0.5712747573852539,0.5712747573852539,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,4,0,4096,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09579658508300781,0.09579658508300781,0.09579658508300781,0.09579658508300781,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,8,0,64,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09610652923583984,0.09610652923583984,0.09610652923583984,0.09610652923583984,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,8,0,128,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09691715240478516,0.09691715240478516,0.09691715240478516,0.09691715240478516,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,8,0,256,False,AttentionBackend.PYTORCH_NATIVE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16834735870361328,0.16834735870361328,0.16834735870361328,0.16834735870361328,0.0,0.0,0.0,0.0,0.0,0.0,2048,32,8,16,1,4096,8,0,512,False,AttentionBackend.PYTORCH_NATIVE
